id,host_id,neighbourhood_group,neighbourhood,room_type,price,last_review
34343028,259282634,Bronx,Morris Heights,Private room,130,
34343208,34689714,Manhattan,Hell's Kitchen,Private room,120,23/06/2019
34343752,5007316,Manhattan,Chelsea,Entire home/apt,195,29/06/2019
34343990,7931702,Brooklyn,Williamsburg,Private room,70,18/06/2019
34344713,164907052,Manhattan,East Harlem,Private room,45,
34345079,251859047,Brooklyn,Crown Heights,Private room,75,18/06/2019
34345206,6556741,Brooklyn,Bedford-Stuyvesant,Private room,75,02/07/2019
34345469,259307063,Brooklyn,Bushwick,Private room,76,04/07/2019
34345750,134762059,Brooklyn,Canarsie,Private room,50,11/06/2019
34345976,175166282,Manhattan,Financial District,Entire home/apt,220,
34346014,3203693,Brooklyn,Williamsburg,Entire home/apt,100,03/07/2019
34350718,207795404,Manhattan,Hell's Kitchen,Entire home/apt,141,
34352766,259357065,Manhattan,Midtown,Private room,175,
34353572,255697979,Brooklyn,DUMBO,Entire home/apt,200,
34353944,255697979,Brooklyn,DUMBO,Entire home/apt,200,
34356012,30686388,Manhattan,Midtown,Entire home/apt,240,18/06/2019
34356642,259380331,Manhattan,Harlem,Private room,100,25/06/2019
34356850,1413085,Manhattan,Gramercy,Entire home/apt,150,
34357913,6600505,Brooklyn,Bedford-Stuyvesant,Private room,60,
34358402,259393574,Brooklyn,Boerum Hill,Entire home/apt,182,
34358866,19201987,Manhattan,Washington Heights,Private room,55,02/07/2019
34360431,65770853,Brooklyn,Clinton Hill,Private room,55,12/05/2019
34361793,259229690,Queens,Woodside,Entire home/apt,150,27/05/2019
34362400,234623462,Queens,Flushing,Entire home/apt,688,
34363827,34741551,Queens,Long Island City,Entire home/apt,123,
34363955,10166570,Manhattan,East Village,Entire home/apt,230,10/05/2019
34364713,259229690,Queens,Woodside,Entire home/apt,179,07/07/2019
34364716,2123674,Brooklyn,Sheepshead Bay,Private room,70,
34365364,68869481,Brooklyn,Gowanus,Entire home/apt,180,23/06/2019
34365445,259229690,Queens,Woodside,Entire home/apt,179,05/07/2019
34366331,87573942,Manhattan,Upper East Side,Entire home/apt,150,05/07/2019
34367165,259459612,Brooklyn,Williamsburg,Entire home/apt,240,19/06/2019
34368051,95570540,Staten Island,Oakwood,Entire home/apt,130,26/06/2019
34368310,259468466,Manhattan,Lower East Side,Private room,89,03/07/2019
34368412,259087876,Manhattan,Midtown,Private room,150,23/06/2019
34368774,42916011,Queens,Sunnyside,Private room,88,
34368927,20906077,Manhattan,Harlem,Entire home/apt,165,01/06/2019
34369031,205386178,Manhattan,Theater District,Entire home/apt,160,11/06/2019
34369458,61924400,Manhattan,East Harlem,Entire home/apt,379,07/07/2019
34369607,178924110,Bronx,Hunts Point,Private room,36,21/06/2019
34369689,256743247,Queens,Bayside,Private room,32,05/07/2019
34370061,259087876,Manhattan,Theater District,Private room,200,06/06/2019
34370217,62066342,Manhattan,Harlem,Private room,98,05/06/2019
34370296,89599593,Staten Island,South Beach,Private room,99,30/06/2019
34370336,6556741,Brooklyn,Bedford-Stuyvesant,Private room,65,11/05/2019
34370526,4852748,Manhattan,Harlem,Private room,115,
34370542,38216858,Manhattan,Financial District,Private room,270,
34370821,137358866,Queens,Woodside,Private room,54,
34371018,85165113,Brooklyn,Bedford-Stuyvesant,Entire home/apt,100,01/06/2019
34371021,259491984,Brooklyn,Brighton Beach,Private room,100,
34371113,231727934,Manhattan,Financial District,Entire home/apt,230,24/05/2019
34371447,38216858,Manhattan,Financial District,Private room,270,
34371913,6080024,Brooklyn,Flatbush,Private room,75,11/06/2019
34372376,259505436,Brooklyn,Williamsburg,Private room,85,16/06/2019
34372753,40038018,Manhattan,Midtown,Entire home/apt,449,09/06/2019
34373538,258580215,Manhattan,Upper East Side,Entire home/apt,399,25/06/2019
34373985,34643568,Manhattan,East Harlem,Private room,85,02/07/2019
34374201,87020760,Brooklyn,Bushwick,Entire home/apt,100,14/06/2019
34375381,179857032,Brooklyn,Sunset Park,Entire home/apt,82,09/06/2019
34378303,259544961,Manhattan,Harlem,Private room,65,02/07/2019
34378941,76679800,Manhattan,Kips Bay,Private room,100,05/05/2019
34383329,53254710,Manhattan,Chelsea,Private room,85,30/06/2019
34383611,877452,Brooklyn,Park Slope,Private room,95,
34384453,259262728,Manhattan,Hell's Kitchen,Entire home/apt,290,01/07/2019
34384580,48859528,Brooklyn,Bedford-Stuyvesant,Entire home/apt,190,01/07/2019
34384645,219738858,Manhattan,East Village,Entire home/apt,120,17/05/2019
34384745,104084124,Manhattan,Upper East Side,Entire home/apt,161,28/06/2019
34384911,107434423,Manhattan,Tribeca,Entire home/apt,305,
34384950,107434423,Manhattan,Tribeca,Entire home/apt,269,
34384958,57412032,Manhattan,Upper East Side,Entire home/apt,113,
34385166,91263364,Manhattan,Harlem,Private room,135,
34386648,27973267,Manhattan,Washington Heights,Entire home/apt,595,01/06/2019
34387952,244229787,Manhattan,West Village,Entire home/apt,250,05/06/2019
34387993,257867265,Manhattan,Upper East Side,Entire home/apt,299,26/06/2019
34388266,35645401,Brooklyn,Williamsburg,Private room,69,12/05/2019
34388360,191407795,Queens,Maspeth,Entire home/apt,149,
34388788,257999371,Manhattan,Upper East Side,Entire home/apt,199,01/07/2019
34389381,259474660,Manhattan,Gramercy,Entire home/apt,399,01/07/2019
34389680,221645033,Brooklyn,Bushwick,Private room,50,05/05/2019
34389896,258035043,Brooklyn,Bedford-Stuyvesant,Private room,48,30/06/2019
34389997,258577680,Manhattan,Upper East Side,Entire home/apt,365,27/05/2019
34390308,27973267,Manhattan,Washington Heights,Private room,75,02/07/2019
34390645,27973267,Manhattan,Washington Heights,Private room,150,22/06/2019
34390686,185401573,Staten Island,Stapleton,Private room,50,05/07/2019
34390910,27973267,Manhattan,Washington Heights,Private room,150,21/06/2019
34390993,259623238,Manhattan,Upper East Side,Entire home/apt,200,
34391029,258221896,Manhattan,Upper East Side,Entire home/apt,250,22/06/2019
34391036,27973267,Manhattan,Washington Heights,Private room,150,29/06/2019
34391119,259623647,Manhattan,Harlem,Private room,150,
34391530,23458616,Manhattan,Upper East Side,Private room,350,15/06/2019
34391964,257837216,Manhattan,Upper West Side,Entire home/apt,335,24/06/2019
34392044,178924110,Bronx,Hunts Point,Private room,40,20/06/2019
34392073,166700941,Manhattan,Midtown,Entire home/apt,399,01/07/2019
34392081,259630588,Brooklyn,Williamsburg,Private room,100,26/06/2019
34392407,258754678,Manhattan,Financial District,Entire home/apt,320,04/07/2019
34392437,259447786,Manhattan,Morningside Heights,Entire home/apt,150,23/06/2019
34392767,48146336,Manhattan,Hell's Kitchen,Entire home/apt,120,11/06/2019
34393554,247013511,Queens,Jackson Heights,Entire home/apt,69,19/05/2019
34393812,95688223,Brooklyn,Prospect Heights,Entire home/apt,250,28/06/2019
34393891,234270791,Brooklyn,Bushwick,Private room,64,22/05/2019
34393999,258783968,Manhattan,Financial District,Entire home/apt,340,24/06/2019
34394253,233831164,Brooklyn,Prospect-Lefferts Gardens,Private room,40,
34394888,137358866,Queens,Woodside,Private room,47,
34396019,259483928,Queens,Glendale,Private room,49,02/06/2019
34396219,3414140,Brooklyn,South Slope,Entire home/apt,119,27/06/2019
34396674,137358866,Queens,Astoria,Private room,48,
34396747,95570540,Staten Island,Oakwood,Private room,65,14/06/2019
34396858,37149108,Manhattan,Midtown,Entire home/apt,250,
34397198,259087876,Manhattan,Midtown,Private room,325,28/06/2019
34397351,15546865,Manhattan,Hell's Kitchen,Entire home/apt,485,12/06/2019
34397646,257035928,Brooklyn,Bedford-Stuyvesant,Entire home/apt,110,07/07/2019
34397915,69720852,Manhattan,SoHo,Private room,115,02/07/2019
34398878,221275418,Brooklyn,Bedford-Stuyvesant,Private room,55,23/06/2019
34399142,259683532,Queens,Ridgewood,Entire home/apt,99,02/07/2019
34399221,6279234,Manhattan,Harlem,Entire home/apt,148,08/07/2019
34399801,21040187,Manhattan,Washington Heights,Entire home/apt,95,31/05/2019
34399874,241322481,Manhattan,Chelsea,Entire home/apt,300,29/06/2019
34399984,259690766,Bronx,Belmont,Private room,95,01/07/2019
34400497,259694336,Queens,Springfield Gardens,Private room,70,10/06/2019
34401135,226339724,Brooklyn,Bedford-Stuyvesant,Private room,50,05/05/2019
34401334,226339724,Brooklyn,Bedford-Stuyvesant,Private room,40,12/06/2019
34401906,34075689,Queens,Maspeth,Entire home/apt,145,29/05/2019
34402039,1237632,Brooklyn,Bedford-Stuyvesant,Private room,65,
34402760,256569979,Manhattan,Upper East Side,Entire home/apt,149,28/05/2019
34403759,50052968,Brooklyn,Bedford-Stuyvesant,Private room,42,01/07/2019
34404561,256573368,Manhattan,Midtown,Entire home/apt,89,17/05/2019
34410542,253448038,Manhattan,Hell's Kitchen,Entire home/apt,300,25/06/2019
34411020,259427246,Brooklyn,Bedford-Stuyvesant,Private room,43,10/06/2019
34411728,17622034,Queens,Astoria,Private room,78,
34413436,223087887,Queens,Corona,Shared room,25,07/07/2019
34413482,172369331,Brooklyn,Coney Island,Shared room,25,31/05/2019
34413765,117364815,Queens,Astoria,Private room,103,
34414240,258254263,Manhattan,Upper East Side,Entire home/apt,349,22/06/2019
34414462,86181642,Queens,Astoria,Entire home/apt,150,16/06/2019
34415309,816014,Manhattan,Upper West Side,Private room,55,
34415315,4617977,Brooklyn,Carroll Gardens,Entire home/apt,157,
34415448,2126138,Manhattan,Financial District,Entire home/apt,160,23/06/2019
34415489,258003068,Manhattan,Upper West Side,Entire home/apt,479,18/06/2019
34415580,17477908,Manhattan,Chelsea,Entire home/apt,280,
34415643,22553147,Brooklyn,Williamsburg,Private room,69,04/07/2019
34415755,259796664,Queens,Long Island City,Entire home/apt,499,
34415817,241454071,Bronx,Hunts Point,Private room,35,04/07/2019
34416046,212171922,Brooklyn,Bedford-Stuyvesant,Private room,60,19/06/2019
34416169,251311623,Brooklyn,Bedford-Stuyvesant,Private room,58,16/06/2019
34416233,33229910,Queens,Jackson Heights,Entire home/apt,120,
34416461,251311623,Brooklyn,Bedford-Stuyvesant,Private room,58,08/07/2019
34416547,259796664,Queens,Long Island City,Entire home/apt,299,05/07/2019
34416741,259796664,Queens,Long Island City,Entire home/apt,299,10/06/2019
34416762,251311623,Brooklyn,Bedford-Stuyvesant,Private room,58,30/06/2019
34416958,251311623,Brooklyn,Bedford-Stuyvesant,Private room,58,04/07/2019
34417476,259796664,Queens,Long Island City,Private room,99,20/06/2019
34417565,93598122,Brooklyn,Brighton Beach,Private room,100,23/06/2019
34417762,259796664,Queens,Long Island City,Private room,79,03/07/2019
34417846,258629654,Manhattan,Kips Bay,Entire home/apt,299,05/07/2019
34418059,6710372,Manhattan,Hell's Kitchen,Entire home/apt,200,02/06/2019
34418130,259816232,Manhattan,Lower East Side,Private room,128,
34418565,251229393,Queens,Sunnyside,Entire home/apt,149,12/06/2019
34418592,243129380,Brooklyn,Bushwick,Private room,58,21/06/2019
34419094,259796664,Queens,Long Island City,Private room,89,23/06/2019
34419243,259796664,Queens,Long Island City,Private room,99,01/06/2019
34419244,259796664,Queens,Long Island City,Private room,79,07/07/2019
34419247,259796664,Queens,Long Island City,Private room,89,16/06/2019
34419439,189421403,Queens,Ridgewood,Entire home/apt,155,10/06/2019
34419562,259826953,Brooklyn,Williamsburg,Private room,99,04/06/2019
34419723,34356520,Queens,Ridgewood,Private room,65,16/06/2019
34419753,259796664,Queens,Long Island City,Private room,79,03/07/2019
34419834,258073534,Manhattan,Hell's Kitchen,Entire home/apt,399,16/06/2019
34419922,211941129,Brooklyn,Greenpoint,Private room,70,
34420067,163012750,Brooklyn,Park Slope,Private room,80,
34420423,19509387,Manhattan,East Village,Entire home/apt,600,26/05/2019
34420441,246680134,Brooklyn,Williamsburg,Private room,90,07/07/2019
34420574,259838485,Bronx,Parkchester,Entire home/apt,100,23/06/2019
34420605,178689185,Brooklyn,Prospect-Lefferts Gardens,Entire home/apt,125,27/05/2019
34420814,219727469,Brooklyn,Bedford-Stuyvesant,Private room,60,21/05/2019
34421245,840868,Manhattan,Washington Heights,Entire home/apt,91,
34421507,259846443,Manhattan,Theater District,Private room,130,25/06/2019
34421663,259816232,Manhattan,Lower East Side,Entire home/apt,250,
34422468,7633037,Manhattan,West Village,Entire home/apt,140,
34422726,234422924,Bronx,City Island,Private room,29,16/06/2019
34423018,187611907,Manhattan,Kips Bay,Entire home/apt,134,
34424598,140830391,Manhattan,Inwood,Private room,125,24/06/2019
34425422,259880452,Queens,Flushing,Entire home/apt,119,24/06/2019
34427740,48978249,Queens,Flushing,Shared room,200,
34428476,257802323,Manhattan,Financial District,Entire home/apt,360,06/07/2019
34429111,247453895,Manhattan,Murray Hill,Shared room,43,01/06/2019
34429703,259376960,Manhattan,East Harlem,Entire home/apt,280,01/07/2019
34432701,20012998,Brooklyn,Bedford-Stuyvesant,Private room,60,30/06/2019
34433240,193835968,Bronx,Wakefield,Entire home/apt,309,30/06/2019
34435500,259945322,Manhattan,Chelsea,Entire home/apt,215,08/06/2019
34436245,186302609,Manhattan,Hell's Kitchen,Private room,150,
34438157,10568305,Brooklyn,Crown Heights,Private room,49,24/06/2019
34438417,145319773,Manhattan,Harlem,Entire home/apt,115,20/06/2019
34439098,20025889,Brooklyn,Gravesend,Entire home/apt,85,
34439212,4056392,Manhattan,West Village,Entire home/apt,500,27/05/2019
34439328,20025889,Brooklyn,Gravesend,Entire home/apt,85,
34440093,73195328,Manhattan,Harlem,Private room,69,26/06/2019
34441627,259968030,Brooklyn,Flatbush,Private room,70,14/05/2019
34441659,210800523,Brooklyn,Bedford-Stuyvesant,Private room,40,
34442975,237729032,Brooklyn,Cypress Hills,Private room,40,10/06/2019
34443205,35819327,Staten Island,Rosebank,Entire home/apt,135,02/07/2019
34443679,260009677,Queens,Jamaica,Entire home/apt,90,06/07/2019
34444336,174785358,Bronx,Port Morris,Shared room,28,14/06/2019
34444744,147762665,Bronx,Wakefield,Private room,37,24/06/2019
34444939,260021770,Brooklyn,Bedford-Stuyvesant,Entire home/apt,150,04/07/2019
34446024,4365051,Manhattan,Hell's Kitchen,Entire home/apt,170,30/06/2019
34446327,140823633,Manhattan,Midtown,Entire home/apt,750,03/07/2019
34446644,77220567,Manhattan,Upper West Side,Private room,85,29/06/2019
34446664,260038086,Queens,Laurelton,Entire home/apt,254,03/06/2019
34446800,117187237,Brooklyn,Bushwick,Private room,50,19/06/2019
34446898,174785358,Bronx,Port Morris,Shared room,28,22/06/2019
34446902,164051353,Manhattan,Chelsea,Private room,140,28/06/2019
34447284,50868008,Manhattan,Hell's Kitchen,Entire home/apt,367,21/06/2019
34447510,16212805,Manhattan,Lower East Side,Entire home/apt,130,
34447529,260046126,Manhattan,Upper West Side,Entire home/apt,165,30/06/2019
34448753,116874533,Manhattan,Harlem,Private room,55,02/07/2019
34449001,260062581,Brooklyn,Bushwick,Private room,45,23/06/2019
34449070,133398247,Queens,Jackson Heights,Entire home/apt,96,24/06/2019
34449441,6556741,Brooklyn,Bedford-Stuyvesant,Private room,70,01/07/2019
34449879,20810804,Queens,Ditmars Steinway,Private room,35,
34450013,120875818,Brooklyn,Bushwick,Private room,60,29/06/2019
34451049,54678020,Manhattan,East Village,Entire home/apt,150,24/06/2019
34451494,258431072,Manhattan,Hell's Kitchen,Entire home/apt,345,09/06/2019
34453822,260191397,Manhattan,Theater District,Private room,100,17/06/2019
34453823,260191397,Manhattan,Theater District,Private room,100,
34453824,260191397,Manhattan,Theater District,Private room,100,
34453826,260191397,Manhattan,Theater District,Private room,100,
34453828,260191397,Manhattan,Theater District,Private room,100,15/06/2019
34453829,260191397,Manhattan,Theater District,Private room,100,03/06/2019
34453830,260191397,Manhattan,Theater District,Private room,100,
34461661,53105192,Brooklyn,Bushwick,Private room,65,12/06/2019
34462649,176899233,Brooklyn,Kensington,Shared room,65,
34464380,260159741,Brooklyn,Williamsburg,Entire home/apt,259,22/06/2019
34464505,8033432,Manhattan,Hell's Kitchen,Private room,100,23/06/2019
34465119,6167891,Brooklyn,Williamsburg,Entire home/apt,78,02/07/2019
34465167,22146650,Manhattan,Harlem,Entire home/apt,178,15/06/2019
34465289,20537772,Brooklyn,Cypress Hills,Entire home/apt,135,29/06/2019
34466803,1752807,Brooklyn,Bedford-Stuyvesant,Private room,45,02/07/2019
34467399,27493716,Brooklyn,Sunset Park,Private room,70,02/07/2019
34468427,257654201,Manhattan,Hell's Kitchen,Entire home/apt,265,01/07/2019
34468721,259776956,Brooklyn,Canarsie,Entire home/apt,140,23/06/2019
34470040,190869074,Brooklyn,Sunset Park,Entire home/apt,130,25/05/2019
34470862,75566080,Brooklyn,Williamsburg,Entire home/apt,175,24/06/2019
34470949,255234351,Manhattan,Chelsea,Private room,109,
34470950,255234351,Manhattan,Chelsea,Private room,199,
34470953,255234351,Manhattan,West Village,Private room,299,
34470954,255234351,Manhattan,Chelsea,Private room,159,
34471524,159014432,Manhattan,Lower East Side,Entire home/apt,341,11/06/2019
34472646,260209224,Queens,Jackson Heights,Entire home/apt,153,
34473196,258741560,Manhattan,Financial District,Entire home/apt,320,01/07/2019
34473487,231548638,Manhattan,East Village,Entire home/apt,549,26/06/2019
34473786,229060975,Brooklyn,Bedford-Stuyvesant,Entire home/apt,60,
34473821,79461666,Manhattan,Hell's Kitchen,Entire home/apt,290,01/07/2019
34474349,256533375,Manhattan,Hell's Kitchen,Entire home/apt,149,31/05/2019
34475000,220847379,Brooklyn,Crown Heights,Entire home/apt,150,01/07/2019
34475551,332521,Brooklyn,Prospect Heights,Entire home/apt,150,
34475553,6913402,Brooklyn,Bedford-Stuyvesant,Private room,59,
34476591,81133553,Brooklyn,Williamsburg,Private room,90,
34477538,50364039,Brooklyn,Williamsburg,Entire home/apt,165,
34477772,22577148,Brooklyn,Bedford-Stuyvesant,Private room,130,16/06/2019
34477790,244817841,Brooklyn,East New York,Private room,38,01/06/2019
34478107,109847539,Manhattan,Roosevelt Island,Entire home/apt,255,
34478114,26483902,Manhattan,East Village,Entire home/apt,175,
34478311,3250169,Brooklyn,Carroll Gardens,Private room,95,02/06/2019
34478598,260209224,Queens,Flushing,Entire home/apt,110,
34478718,257642062,Manhattan,Midtown,Entire home/apt,599,06/07/2019
34478719,52796837,Manhattan,Harlem,Entire home/apt,160,05/07/2019
34478766,244817841,Brooklyn,East New York,Private room,38,14/06/2019
34479102,69516382,Brooklyn,Williamsburg,Entire home/apt,200,23/06/2019
34479640,89309763,Manhattan,Greenwich Village,Entire home/apt,175,
34479995,244817841,Brooklyn,East New York,Private room,38,29/06/2019
34480144,244817841,Brooklyn,East New York,Private room,38,07/06/2019
34481124,144522384,Brooklyn,Carroll Gardens,Entire home/apt,250,
34482823,260186993,Manhattan,Lower East Side,Entire home/apt,243,24/06/2019
34482998,260299060,Queens,Rego Park,Entire home/apt,100,01/07/2019
34483343,260425153,Manhattan,Midtown,Private room,100,
34483424,260425153,Manhattan,Midtown,Private room,400,
34483425,260425153,Manhattan,Midtown,Private room,350,30/06/2019
34483426,260425153,Manhattan,Midtown,Private room,475,
34483427,260425153,Manhattan,Midtown,Private room,475,
34483430,260425153,Manhattan,Midtown,Private room,425,
34483431,260425153,Manhattan,Midtown,Private room,450,16/06/2019
34483432,260425153,Manhattan,Midtown,Private room,375,30/06/2019
34483433,260425153,Manhattan,Midtown,Private room,450,
34483434,260425153,Manhattan,Midtown,Private room,500,
34483436,260425153,Manhattan,Midtown,Private room,425,15/06/2019
34483439,260425153,Manhattan,Midtown,Private room,450,
34483440,260425153,Manhattan,Midtown,Private room,450,
34483443,260425153,Manhattan,Midtown,Private room,425,08/06/2019
34485281,260861596,Manhattan,SoHo,Private room,100,
34485282,260861596,Manhattan,SoHo,Private room,100,16/06/2019
34485283,260861596,Manhattan,SoHo,Private room,100,26/06/2019
34485284,260861596,Manhattan,SoHo,Private room,100,
34485285,260861596,Manhattan,SoHo,Private room,100,01/07/2019
34485286,260861596,Manhattan,SoHo,Private room,100,
34485289,260861596,Manhattan,SoHo,Private room,100,
34485317,261761719,Manhattan,Midtown,Private room,100,
34485694,261761719,Manhattan,Hell's Kitchen,Private room,100,
34485697,261761719,Manhattan,Midtown,Private room,100,
34485698,261761719,Manhattan,Midtown,Private room,100,
34485699,261761719,Manhattan,Midtown,Private room,100,
34485702,261761719,Manhattan,Midtown,Private room,100,
34485737,261632622,Manhattan,Theater District,Private room,100,
34485738,261632622,Manhattan,Theater District,Private room,100,
34485739,261632622,Manhattan,Theater District,Private room,100,
34485740,261632622,Manhattan,Theater District,Private room,100,
34485741,261632622,Manhattan,Theater District,Private room,100,08/06/2019
34485742,261632622,Manhattan,Theater District,Private room,100,24/06/2019
34485745,261632622,Manhattan,Theater District,Private room,100,16/06/2019
34485746,261632622,Manhattan,Theater District,Private room,100,12/06/2019
34485747,261632622,Manhattan,Theater District,Private room,100,
34486925,261761196,Manhattan,Midtown,Private room,100,
34487108,261761196,Manhattan,Midtown,Private room,100,
34487247,261761196,Manhattan,Midtown,Private room,100,
34487373,261761196,Manhattan,Midtown,Private room,100,
34487491,261761196,Manhattan,Midtown,Private room,100,
34489385,260639745,Manhattan,Theater District,Private room,100,03/07/2019
34489569,260251845,Manhattan,Upper East Side,Entire home/apt,211,14/06/2019
34489715,260639745,Manhattan,Theater District,Private room,300,03/07/2019
34489717,260639745,Manhattan,Theater District,Private room,100,
34489718,260639745,Manhattan,Theater District,Private room,100,
34489721,260639745,Manhattan,Theater District,Private room,100,
34489723,260639745,Manhattan,Theater District,Private room,100,
34489725,260639745,Manhattan,Theater District,Private room,100,16/06/2019
34489727,260639745,Manhattan,Theater District,Private room,100,
34489729,260639745,Manhattan,Theater District,Private room,100,
34490350,260618374,Manhattan,Theater District,Private room,100,
34490351,260618374,Manhattan,Theater District,Private room,100,
34490353,260618374,Manhattan,Theater District,Private room,100,
34490354,260618374,Manhattan,Theater District,Private room,100,
34490356,260618374,Manhattan,Theater District,Private room,100,
34490357,260618374,Manhattan,Theater District,Private room,100,
34490359,260618374,Manhattan,Midtown,Private room,100,
34490360,260618374,Manhattan,Theater District,Private room,100,
34490361,260618374,Manhattan,Midtown,Private room,100,
34490362,260618374,Manhattan,Theater District,Private room,100,
34490363,260618374,Manhattan,Theater District,Private room,100,
34490364,260618374,Manhattan,Midtown,Private room,100,
34490368,260618374,Manhattan,Theater District,Private room,100,
34490371,260639745,Manhattan,Theater District,Private room,100,
34490373,260639745,Manhattan,Theater District,Private room,300,
34490375,260639745,Manhattan,Theater District,Private room,100,
34490376,260639745,Manhattan,Theater District,Private room,100,03/07/2019
34490377,260639745,Manhattan,Theater District,Private room,100,07/07/2019
34490379,260639745,Manhattan,Theater District,Private room,100,
34491611,261750091,Manhattan,Theater District,Private room,100,07/07/2019
34491852,261750091,Manhattan,Theater District,Private room,100,30/06/2019
34491871,261750091,Manhattan,Theater District,Private room,100,
34491883,261750091,Manhattan,Theater District,Private room,100,
34491885,261750091,Manhattan,Theater District,Private room,100,
34491916,261750091,Manhattan,Theater District,Private room,100,
34491918,261750091,Manhattan,Theater District,Private room,100,
34492121,259391287,Manhattan,East Harlem,Entire home/apt,290,30/06/2019
34492605,260352154,Queens,South Ozone Park,Entire home/apt,400,05/06/2019
34493247,257396181,Manhattan,Midtown,Entire home/apt,250,21/06/2019
34493353,28371926,Brooklyn,Williamsburg,Private room,60,25/06/2019
34495013,66266373,Manhattan,East Village,Entire home/apt,150,07/07/2019
34495704,160349432,Manhattan,Washington Heights,Entire home/apt,100,
34498121,260379800,Brooklyn,Bushwick,Entire home/apt,425,
34498360,26413356,Manhattan,Hell's Kitchen,Entire home/apt,175,
34498482,6397405,Manhattan,Chelsea,Entire home/apt,275,09/06/2019
34498765,260383024,Manhattan,Midtown,Entire home/apt,945,03/07/2019
34498925,7087084,Bronx,Fordham,Private room,47,27/05/2019
34499063,247013511,Queens,Jackson Heights,Entire home/apt,79,23/06/2019
34500224,253727905,Manhattan,Hell's Kitchen,Entire home/apt,179,27/06/2019
34500384,14758945,Manhattan,East Village,Entire home/apt,150,23/06/2019
34501274,1486824,Brooklyn,Bushwick,Entire home/apt,154,02/06/2019
34501332,74514078,Manhattan,Washington Heights,Private room,65,26/06/2019
34501531,11389064,Brooklyn,Williamsburg,Entire home/apt,109,01/07/2019
34501725,16903474,Manhattan,Chelsea,Entire home/apt,280,
34501825,40707667,Brooklyn,Bushwick,Private room,60,04/07/2019
34502284,18263672,Brooklyn,Bushwick,Entire home/apt,100,16/06/2019
34502763,260411862,Brooklyn,Cypress Hills,Entire home/apt,500,01/07/2019
34502889,260413032,Brooklyn,Bedford-Stuyvesant,Entire home/apt,149,02/07/2019
34504058,260420558,Manhattan,SoHo,Entire home/apt,620,21/06/2019
34504385,260045150,Manhattan,Financial District,Private room,210,16/06/2019
34504407,9910595,Manhattan,Upper East Side,Entire home/apt,155,
34504929,109389069,Brooklyn,Bushwick,Entire home/apt,98,03/07/2019
34504997,252646618,Queens,Astoria,Private room,65,24/06/2019
34507958,225659989,Manhattan,Upper East Side,Entire home/apt,200,06/07/2019
34508048,63554174,Brooklyn,Bedford-Stuyvesant,Entire home/apt,115,10/06/2019
34508183,214187963,Manhattan,West Village,Entire home/apt,285,30/06/2019
34508565,14171579,Queens,Astoria,Entire home/apt,140,07/07/2019
34508577,260452146,Brooklyn,Williamsburg,Private room,72,
34508939,5889721,Brooklyn,Bay Ridge,Private room,54,30/06/2019
34509302,7832790,Queens,Astoria,Private room,90,03/06/2019
34509379,614026,Brooklyn,Brooklyn Heights,Entire home/apt,500,
34509926,121861644,Manhattan,Financial District,Entire home/apt,215,24/05/2019
34510970,121378704,Queens,Jackson Heights,Entire home/apt,86,16/06/2019
34510977,831185,Brooklyn,Crown Heights,Entire home/apt,305,24/06/2019
34511012,914386,Queens,Ditmars Steinway,Entire home/apt,99,02/06/2019
34511326,236572440,Manhattan,Midtown,Entire home/apt,340,
34511422,236572440,Manhattan,Midtown,Entire home/apt,340,
34511584,65388010,Manhattan,Midtown,Entire home/apt,560,
34511726,260475429,Brooklyn,Kensington,Entire home/apt,125,09/06/2019
34511920,129468527,Brooklyn,Gravesend,Entire home/apt,90,
34512123,221645033,Brooklyn,Bushwick,Private room,50,15/06/2019
34513343,218116366,Bronx,Longwood,Private room,70,23/06/2019
34513724,260496218,Queens,Bellerose,Private room,100,02/06/2019
34514860,221718743,Manhattan,Midtown,Entire home/apt,350,01/07/2019
34515538,141426597,Manhattan,Washington Heights,Private room,115,30/06/2019
34515896,260609528,Manhattan,Battery Park City,Private room,100,
34516167,141426597,Manhattan,Washington Heights,Private room,105,08/06/2019
34516181,260609528,Manhattan,Battery Park City,Private room,100,
34516182,260609528,Manhattan,Battery Park City,Private room,100,
34516185,260609528,Manhattan,Battery Park City,Private room,100,
34516186,260609528,Manhattan,Battery Park City,Private room,100,
34516187,260609528,Manhattan,Battery Park City,Private room,100,16/06/2019
34516188,260609528,Manhattan,Battery Park City,Private room,100,
34516657,141426597,Manhattan,Washington Heights,Private room,105,11/06/2019
34516874,50052968,Brooklyn,Bedford-Stuyvesant,Private room,100,27/06/2019
34517087,260577152,Manhattan,Midtown,Private room,350,
34517384,21306,Brooklyn,Williamsburg,Private room,73,01/06/2019
34517657,260577152,Manhattan,Midtown,Private room,300,
34517660,260577152,Manhattan,Midtown,Private room,250,
34517661,260577152,Manhattan,Midtown,Private room,500,
34517663,260577152,Manhattan,Midtown,Private room,250,
34517666,260577152,Manhattan,Midtown,Private room,350,
34517667,260577152,Manhattan,Midtown,Private room,300,
34517668,260577152,Manhattan,Midtown,Private room,350,
34518079,260577152,Manhattan,Midtown,Private room,400,
34518082,260577152,Manhattan,Midtown,Private room,350,
34519905,247335568,Queens,Long Island City,Entire home/apt,150,02/06/2019
34527143,14911623,Manhattan,Harlem,Private room,150,
